新布朗费尔斯,29.703,-98.12446
格洛斯特,42.61592,-70.66199
库克斯敦区库克斯敦,54.64172,-6.7444
拉费尔特,54.75327,-6.61427
普兰泰申,26.12758,-80.2331
奥兰治,30.09299,-93.73656
布里奇城,30.02077,-93.84573
科尔雷恩区科尔雷恩,55.13414,-6.67016
巴利马尼,55.07119,-6.50934
班布里奇区班布里奇,54.35104,-6.26702
温德,33.99261,-83.72018
帕勒斯坦,31.76211,-95.6308
贝城,43.59479,-83.89255
巴达维亚,42.99812,-78.18752
莱克伍德,33.85363,-118.13396
纽波特比奇,33.62096,-117.93236
刘易斯敦,40.59924,-77.57139
格兰茨帕斯,42.43901,-123.32838
斯潘塞,43.14136,-95.14445
拉波特,29.66579,-95.01938
锡布鲁克,29.56412,-95.02549
利格城,29.50745,-95.09492
韦伯斯特,29.53773,-95.11826
刘易斯维尔,33.04623,-96.99417
奥尔顿,26.28729,-98.31335
米申,26.21591,-98.32529
密苏里城,29.61856,-95.53772
阿拉莫,26.18368,-98.12306
法尔,26.19479,-98.18362
圣胡安,26.18924,-98.15529
朗德罗克,30.50826,-97.67889
怀利,33.01512,-96.53888
鲁利特,32.9029,-96.56387
舒格兰,29.61967,-95.63494
德尔雷比奇,26.46146,-80.07282
克雷加文,54.44726,-6.38663
纽里,54.17805,-6.33579
唐区唐帕特里克,54.32867,-5.71557
圣克莱尔肖尔斯,42.49697,-82.88881
阿尔法利塔,34.07538,-84.29409
奥斯,34.06494,-84.21239
卡里克弗格斯,54.7209,-5.79169
拉恩,54.85024,-5.81518
佩里顿,36.40003,-100.80265
桃树市,33.39679,-84.59576
普莱恩维尤,34.18479,-101.70684
普莱森顿,28.96719,-98.47862
威斯敏斯特,33.75919,-118.00672
利尔本,33.8901,-84.14297
拉瓦卡港,28.61499,-96.62609
圣拉斐尔,37.97353,-122.53109
门罗维尔,40.42118,-79.7881
默里斯维尔,40.4284,-79.69754
费尔蒙特,39.48508,-80.14258
伊斯特波恩特,33.67955,-84.43937
阿苏萨,34.13362,-117.90756
阿卡迪亚,34.13973,-118.03534
伯灵格姆,37.58411,-122.36608
希尔斯伯勒,37.5741,-122.37941
士麦那,33.88399,-84.51437
艾塔斯卡,41.97503,-88.00729
沃纳罗宾斯,32.56657,-83.7033
弗农希尔斯,42.21946,-87.97952
雷蒙德维尔,26.48145,-97.78306
纳雄耐尔城,32.67811,-117.09919
波因特普莱森特,40.08318,-74.06819
戴蒙德巴,34.02862,-117.81033
里奥格兰德城,26.37978,-98.8203
罗马－洛斯萨恩斯,26.40506,-99.01586
卡马戈,26.31045,-98.83817
尼格尔湖,33.52253,-117.70756
莱克福里斯特,33.64696,-117.68922
罗克波特,28.02058,-97.05444
洛杉矶,34.05223,-118.24369
温哥华,45.63873,-122.66148
布恩,36.2168,-81.67455
坎顿,40.79895,-81.37844
路易斯维尔,40.83728,-81.25955
海厄利亚加登斯,25.86509,-80.32449
罗伊斯城,32.97512,-96.33248
罗克福尔斯,41.77625,-89.68988
塞金,29.56884,-97.96472
埃尔卡洪,32.79477,-116.96253
谢尔曼,33.63567,-96.60888
罗斯米德,34.08057,-118.07284
金斯顿,41.92703,-73.99736
鲍灵格林,41.37477,-83.65132
戴维斯,38.5449,-121.74052
南迈阿密,25.7076,-80.29338
松顶山,25.66705,-80.3081
森伯里,40.86258,-76.79441
斯奈德,32.71789,-100.91762
维斯塔,33.20004,-117.24254
曼哈顿比奇,33.88474,-118.41091
大瀑布城,43.69808,-85.48366
斯威特沃特,32.47095,-100.40594
普拉森舍,33.87223,-117.87033
特洛伊,42.60559,-83.14993
卡森,33.83141,-118.28202
丘拉维斯塔,32.64005,-117.08419
海厄利亚,25.85759,-80.2781
诺沃克,33.90224,-118.08173
奥朗日,33.7878,-117.85311
弗农,34.15453,-99.26508
韦瑟福德,32.7593,-97.79726
黑弗里尔,42.7762,-71.07729
科斯塔梅萨,33.64113,-117.91867
伍德斯托克,42.31474,-88.4487
霍利奥克,42.20426,-72.6162
伊斯特汉普顿,42.26676,-72.66898
霍顿,29.31164,-96.10274
蒂布龙,37.87354,-122.45664
帕萨迪纳,34.14779,-118.14452
方廷瓦利,33.70919,-117.95367
加兰,32.91262,-96.63889
萨克斯,32.97623,-96.59527
加迪纳,33.88834,-118.30897
皮内拉斯帕克,27.8428,-82.69955
艾迪生,32.96179,-96.82917
马尔伯勒,42.34592,-71.55229
阿尔汉布拉,34.09529,-118.12701
达纳波因特,33.46697,-117.6981
伊普西兰蒂,42.24115,-83.613
亚历山德里亚,38.80484,-77.04692
波里坎,40.60626,20.10148
库乔韦,40.80061,19.92032
培拉特,40.70596,19.95645
利布拉什德,41.18289,20.32665
乔罗沃达,40.50537,20.23118
达科维卡,42.39325,20.43354
格兰什,40.86765,20.19398
布里斯班,-27.47101,153.02429
巴尔什,40.60137,19.73585
费里,40.72761,19.55889
帕托斯,40.68605,19.61755
佩钦,41.04665,19.74192
卢什涅,40.93939,19.70419
斯特拉斯莫尔,51.04556,-113.39307
艾伦敦,40.60843,-75.49019
北安普敦,40.68621,-75.49685
海里弗,50.57973,-113.87418
阿比林,32.44873,-99.73315
拉科姆,52.46445,-113.73418
斯普鲁斯格罗夫,53.55389,-113.90224
斯托尼普莱恩,53.52639,-114.00696
阿尔伯克基,35.08448,-106.65114
布鲁姆,-17.95538,122.23922
阿伯丁,45.4647,-98.48648
奥尔巴尼,31.5785,-84.15574
阿卡普尔科-德华雷斯,16.85957,-99.89011
阿坎巴罗,20.0331,-100.72741
锡纳佩夸罗,19.8667,-100.8167
科斯港,-30.29626,153.11351
萨维特尔,-30.36459,153.10141
贝尔米德,31.59406,-97.10889
韦科,31.54934,-97.14668
伍德维,31.506,-97.205
阿库尼亚城,29.31842,-100.93251
阿克塔,40.86652,-124.08285
马盖特城,39.3279,-74.50349
大西洋城,39.36429,-74.42293
达尔文,-12.45722,130.83664
帕默斯顿,-12.48138,130.98509
阿狄森,41.9317,-87.98896
阿德莫尔,34.17427,-97.14362
赛尔,-38.11095,147.06802
东圣路易斯,38.62449,-90.15094
赫拉特,34.34508,62.18665
奥尔马富埃特,-32.19488,-64.25093
力拓特塞罗,-32.18228,-64.11565
玛丽亚镇,-32.41603,-63.24348
拉斯巴里亚斯,-31.872,-62.7072
洛沃斯,-35.18884,-59.09927
阿雷西费斯,-34.06977,-60.11501
佩尔加米诺,-33.89642,-60.56897
圣赫纳罗,-32.3667,-61.35
维多利亚,-32.61498,-60.1732
拉斐拉,-31.25061,-61.48497
巴拉康,-26.2526,-53.635
圣安东尼奥－杜萨多斯特,-26.07498,-53.72308
迪奥尼西乌塞凯拉,-26.26649,-53.63139
菲尔马特,-33.44287,-61.49775
阿布拉潘帕,-22.73303,-65.69221
奇维尔科伊,-34.90719,-60.03521
斯可木斯,-35.57736,-58.01837
梅塞德斯,-34.65051,-59.43363
佩尔德里尔,-33.0799,-68.89347
伊塔基,-29.12864,-56.55713
贝尔梅霍,-22.73095,-64.34028
卡皮亚德尔蒙特,-30.85787,-64.51962
拉法尔达,-31.08333,-64.5
拉昆布雷,-30.98963,-64.48584
艾莫加斯塔,-28.55309,-66.81284
博夫里尔,-31.43333,-59.55
卡纳尔斯,-33.57653,-62.88296
阿吉拉雷斯,-27.42724,-65.60856
康塞普西翁,-27.33847,-65.59586
巴拉德罗,-33.8025,-59.5242
萨拉迪约,-35.61667,-59.8
圣何塞,-28.3833,-65.7
特尔马斯-里奥翁多,-27.50235,-64.85762
阿尼亚图亚,-28.45117,-62.82806
图蓬加托,-33.37834,-69.13695
萨拉达斯,-28.25051,-58.62782
卡法亚特,-26.07017,-65.97653
埃尔卡里尔,-25.06918,-65.48872
罗萨里奥－德莱尔马,-24.97709,-65.57634
克雷斯波,-32.04538,-60.29409
拉米雷斯将军城,-32.18333,-60.2
罗萨里奥－德拉弗龙特拉,-25.80301,-64.97207
阿罗约,-31.42846,-63.04712
托托拉尔镇,-30.8167,-63.7167
阿亚库乔,-37.15318,-58.48764
巴尔卡塞,-37.84317,-58.25372
阿达特里,-45.93027,-67.55191
里瓦达维亚海军准将城,-45.86666,-67.48333
贝伦,-27.65543,-67.02717
卡夫雷拉将军镇,-32.81667,-63.86667
萨尔托,-34.3019,-60.24162
特伦克劳肯,-35.9736,-62.73439
圣哈维尔,-30.57591,-59.92596
卡洛斯卡萨雷斯,-35.63383,-61.36404
解放者圣马丁将军镇,-23.83333,-64.78333
奥利维亚港,-46.43753,-67.52201
恩巴尔斯,-32.1833,-64.4167
鲁菲诺,-34.26782,-62.71187
米迪亚阿瓜镇,-31.97833,-68.41805
波多黎各,-26.81194,-55.02525
圣克里斯托瓦尔,-30.31414,-61.23511
贝拉,-29.46399,-60.20757
坎特利尔,-37.88263,-67.80389
卡洛斯别墅拉巴斯,-31.4237,-64.4912
坦蒂,-31.36667,-64.6
劳奇,-36.77822,-59.09171
贝纳多图埃托,-33.74932,-61.96624
卡尼亚斯镇,-34.0079,-61.6189
查拉塔,-27.21679,-61.19375
拉斯维加斯阿里纳斯,-27.08699,-61.08443
皮内多将军镇,-27.3,-61.28333
乔斯马拉尔,-37.38345,-70.27179
旧塔菲,-26.73807,-65.24969
卡梅拉镇,-26.75,-65.2833
耶尔瓦布埃纳,-26.8167,-65.3167
霍利森迪纳,-27.6301,-54.30879
旧金山,-31.42901,-62.08469
戈亚,-29.14677,-59.26778
圣塔露西亚,-28.98844,-59.09751
埃尔多拉多,-26.40249,-54.60901
贝亚维斯塔,-28.50842,-59.04004
弗里亚斯,-28.63734,-65.12598
潘帕-德尔因菲尔诺,-26.50418,-61.16989
代罗,-36.60138,-61.7521
埃斯基纳,-30.02356,-59.52515
华金冈萨雷斯,-25.11608,-64.11279
阿里斯特布洛-德尔瓦列,-27.21667,-54.75
科隆,-33.98333,-61.1
蒙特克马多,-25.80536,-62.83023
埃尔卡门,-24.36769,-65.32947
帕尔帕拉,-24.24516,-65.21691
圣萨尔瓦多,-24.19591,-65.29062
巴萨维尔瓦索,-32.3793,-58.87766
乌马瓦卡,-23.22147,-65.34803
莱安德罗·阿莱姆镇,-27.60844,-55.32847
萨维尔港,-27.90569,-55.13956
佩德罗-卢罗,-39.50339,-62.69027
皮科特伦卡多,-46.8,-67.9667
安达尔加拉,-27.58275,-66.3138
布林克曼,-30.86667,-62.03333
拉巴斯,-30.73651,-59.63683
奥坎波镇,-28.4871,-59.35923
科斯金,-31.25004,-64.45694
拉卡莱拉,-31.3333,-64.3333
库特拉尔科,-38.94508,-69.23301
钦巴斯,-31.4833,-68.5333
拉马德里将军镇,-37.25,-61.26667
拉马克,-39.42708,-65.69246
乔埃莱-乔埃尔,-39.29469,-65.65657
圣维森特山,-35.03934,-58.41959
迈普,-36.86015,-57.8993
拉斯埃拉斯,-46.53859,-68.94415
查哈里,-30.74934,-57.97519
罗萨里奥-德尔塔拉,-32.2981,-59.1394
赫苏斯玛丽亚,-30.98124,-64.08757
比耶加斯将军镇,-35.03333,-63.03333
比库尼亚马肯纳,-33.91851,-64.39529
阿查将军镇,-37.36667,-64.6
萨帕拉,-38.90615,-70.05627
加尔韦斯,-32.03333,-61.22552
科龙达,-31.97595,-60.91609
圣维森特山,-26.62168,-54.11008
圣罗莎-德卡拉姆西塔,-32.06667,-64.55
萨缅托,-45.58761,-69.07482
圣胡斯托,-30.79224,-60.58384
拉马约,-33.48471,-60.02674
圣佩德罗,-33.67999,-59.66621
法迈亚,-27.05,-65.41666
拉里达克森,-26.95914,-65.35903
卢莱斯,-26.9333,-65.35
蒙特罗斯,-27.17581,-65.49496
艾米兰特布朗,-34.80148,-58.39126
弗洛伦西奥-巴雷拉,-34.82548,-58.39548
拉努斯,-34.71075,-58.37112
洛马斯德萨莫拉,-34.7667,-58.4
尔迪那拉因,-32.68555,-58.89799
贝迪亚,-34.4992,-61.55349
伊波利托-伊里戈延,-32.9167,-66.3333
上格拉西亚,-31.65663,-64.42982
纳瓦罗,-35.00732,-59.28304
布拉加多,-35.12143,-60.51004
五月二十五日城,-35.43193,-60.1767
阿姆斯特朗,-32.78055,-61.61062
卡尼亚达－德戈麦斯,-32.82495,-61.39769
拉斯巴勒加斯,-32.68228,-61.51933
拉斯罗萨斯,-32.48198,-61.58432
卡尔韦,-37.18047,-62.76089
孙查莱斯,-30.94462,-61.56019
马格达莱纳,-35.08292,-57.51955
拉卡洛塔,-33.4225,-63.30515
林肯,-34.86335,-61.53445
贝尔维尔,-32.63224,-62.68664
爱德华多-卡斯特克斯,-35.92069,-64.29762
贝尔格拉诺将军镇,-35.76667,-58.5
兰乔斯,-35.52884,-58.30539
埃尔卡拉法特,-50.34508,-72.27454
卡皮利亚-德尔西诺,-34.30209,-59.10424
坎帕纳,-34.17079,-58.96199
罗萨里奥镇,-31.56078,-63.53717
圣罗莎-德普里梅罗河,-31.15496,-63.40137
阿雷科河畔卡门,-34.39061,-59.83769
卡皮坦萨缅托,-34.18333,-59.78333
卡卡拉尼亚,-32.86077,-61.16397
罗克佩雷斯,-35.40885,-59.33936
圣米格尔-德尔蒙特,-35.43763,-58.81766
绥帕查,-34.78011,-59.69749
弗赖莱平塔多,-23.9333,-64.7833
圣佩德罗,-24.22537,-64.86698
查卡布科,-34.63333,-60.48333
雷希纳镇,-39.1038,-67.08457
诺戈和,-32.40779,-59.81179
坎波拉戈,-26.80904,-60.84402
科苏埃拉,-26.96148,-60.97364
特雷斯伊斯莱塔斯,-26.33577,-60.43159
莫特罗斯,-30.70569,-62.00469
奥利瓦,-32.04815,-63.57454
翁卡蒂沃,-31.91931,-63.67559
乌拉圭河畔康塞普西翁,-32.4878,-58.24014
米拉马尔,-38.26729,-57.86432
梅坦,-25.50172,-64.9621
迪亚曼蒂,-32.07281,-60.64125
阿罗约塞科,-33.15,-60.5167
德赫扎将军镇,-32.75531,-63.78555
费德拉尔,-30.94806,-58.78847
迪恩富内斯,-30.42649,-64.34983
胡斯托达拉克特,-33.86473,-65.18388
洛韦里亚,-38.15558,-58.78178
恩巴卡西翁,-23.21789,-64.09291
拉斯托斯卡斯,-28.34713,-59.25451
埃尔特雷沃尔,-32.19625,-61.7273
恩佩德拉多,-27.9471,-58.81943
杰拉尔顿,-28.77897,114.61459
费德拉西翁,-31.00433,-57.92184
费尔南德斯,-27.92398,-63.89249
卡西尔达,-33.0501,-61.17272
埃拉斯将军镇,-34.93333,-58.95
卡纽埃拉斯,-35.0509,-58.75491
马科斯巴斯,-34.78344,-58.84639
若泽-圣马丁,-26.53333,-59.35
埃尔科罗拉多,-26.30297,-59.37572
圣萨尔瓦多省,-31.62087,-58.50586
胡安包蒂斯塔阿尔韦迪,-34.4333,-61.8
罗卡将军镇,-39.02266,-67.58566
埃斯佩兰萨,-31.44783,-60.93164
拉古纳派瓦,-31.3167,-60.65
皮拉尼,-25.73557,-59.10831
瓜莱瓜伊,-33.15112,-59.33482
罗哈斯,-34.20088,-60.73779
温卡雷南科,-34.84351,-64.38271
伊瓦雷塔,-25.22317,-59.86047
托斯塔多,-29.23011,-61.76612
吉列尔莫·努埃瓦·华雷斯工程师镇,-23.9,-61.85
圣豪尔赫,-31.9008,-61.85204
拉普里达,-37.5466,-60.81189
梅洛,-32.34425,-65.01498
赫南多,-32.43618,-63.73077
圣若泽-费里,-30.37969,-58.74897
洛斯弗伦通斯,-26.4094,-61.42017
雷克雷奥,-29.26992,-65.05598
奥篷德尔,-34.5,-59.0833
豪雷吉,-34.6,-59.1667
卢汉,-34.57542,-59.10618
德拉普拉萨总统镇,-27.00184,-59.84532
基蒂利皮,-26.87558,-60.22037
马查盖,-26.93198,-60.05368
莫尔德斯上校镇,-33.63333,-64.55
梅塞德斯,-29.18325,-58.07856
卡尔查基,-29.88335,-60.28142
弗龙特拉,-31.1333,-62.8
别墅德索托,-30.85535,-64.99702
克鲁斯-德尔埃赫,-30.7237,-64.8112
克洛多米拉,-27.57391,-64.12749
马德林港,-42.77686,-65.03691
普林格莱斯上校城,-37.96667,-61.36667
塔科波索,-25.62096,-63.26199
基米利,-27.6471,-62.41845
拉斯拉希塔斯,-24.73179,-64.20042
罗曼戈,-29.4927,-59.75259
埃文帕克,27.59587,-81.50619
圣埃伦娜,-30.94106,-59.78631
贝尔特镇,-27.29198,-60.41289
埃波斯托莱斯,-27.91667,-55.78333
多雷戈上校镇,-38.71667,-61.28333
圣马丁德洛斯安第斯,-40.15782,-71.35613
圣尼古拉斯,-33.3303,-60.2269
孔斯蒂图西翁镇,-33.2341,-60.34692
阿尔韦亚尔将军镇,-34.96667,-67.7
圣安德烈斯-吉尔斯,-34.45539,-59.4439
圣安东尼奥德阿瑞克,-34.26004,-59.4706
奥古斯塔,33.47335,-81.96386
图努扬,-33.58772,-69.01116
阿瓜普列塔,31.32896,-109.5559
埃里萨镇,-32.1636,-58.39873
科拉尔-德布斯托斯,-33.29121,-62.19041
利马,-34.03896,-59.20378
萨拉特,-34.09294,-59.03364
舒加瑞,36.3167,66.8833
萨利赫,34.98286,63.12989
阿富汗地名,36.06631,69.13234
阿萨达巴德,34.8783,71.13811
卡拉特,32.10504,66.89964
帕格曼,34.60774,68.93565
巴尔赫,36.75011,66.89784
古里安,34.34172,61.47352
安德胡伊,36.9249,65.11035
萨尔普勒省,36.21275,65.93108
普尔e阿拉姆,33.99059,69.02195
塔卢坎,36.72977,69.53961
察何阿,37.39619,69.8103
索卢贝,34.59978,69.72836
旁遮普,34.39127,67.02324
霍斯特省,33.33444,69.92015
塔式克甘,36.68692,67.69397
科什克,34.95,62.25
艾巴克,36.2667,68.0167
汗阿巴德,36.68027,69.11203
巴格兰,36.13161,68.70333
普勒霍姆里,35.95135,68.7083
阿察,36.9167,66.1833
卡拉也那,30.55723,63.71412
昆都士,36.72657,68.86033
加兹尼,33.5517,68.42046
哈拉雷,-17.82335,31.05023
巴米扬,34.82007,67.81124
格里什克,31.8236,64.56408
喀布尔,34.53091,69.13675
喀布尔阿富汗,34.4833,69.2667
卡罗赫,34.48421,62.58844
雅典,33.96116,-83.37783
安德森,40.10532,-85.68026
艾肯,33.56042,-81.71955
汉拉尔,40.5867,46.3358
比勒哈撒瓦尔,39.37059,48.36739
萨姆奇,40.82709,46.01575
夸克斯,41.4192,46.9364
锡亚赞,41.07844,49.10622
胡达特,41.6281,48.6828
阿塞拜疆,41.0414,47.5961
巴尔达河,40.38316,47.11863
塔尔塔尔,40.3456,46.9353
伊斯梅尔雷,40.7839,48.14394
扎卡塔拉,41.6333,46.6433
阿哈尔卡拉基,41.41019,43.46931
史丹帕纳万,41.0075,44.3867
塔希尔,41.1244,44.2819
博尔尼西,41.44807,44.5331
加尔达巴尼,41.4717,45.08505
鲁斯塔维,41.54127,45.02769
哈萨克,41.09046,45.36521
塔乌兹,40.9903,45.6183
萨基,41.20193,47.17558
迪维奇,41.2003,48.9878
萨马兹,41.4656,48.8086
库萨尔,41.4224,48.42576
库巴,41.3632,48.5071
占贾,40.68439,46.34875
明盖切维尔,40.76918,47.04861
耶夫拉赫,40.60982,47.10384
阿格达什区,40.6489,47.4778
乌贾尔,40.51272,47.65572
沙马基区,40.63409,48.63934
哈次杰那拉丁,40.62497,49.56169
苏姆盖特,40.59632,49.64357
阿格达姆,39.98369,46.92862
斯捷潘纳克特,39.81235,46.75167
锡西安,39.5181,46.01374
苏萨,39.75421,46.74878
阿卡巴迪,40.0561,47.4583
贝尔曼,39.73575,47.62582
富祖里,39.5972,47.15255
戈布斯坦区,40.08462,49.40615
涅夫捷恰拉区,39.3753,49.2447
卡夫,38.9518,45.64033
纳希切万,39.2106,45.4083
戈里斯,39.50231,46.33636
奥尔杜巴德,38.90498,46.02328
卡潘,39.2011,46.415
比利亚苏瓦尔,39.44826,48.54293
贾利拉巴德,39.20431,48.496
连科兰,38.7561,48.8478
马尔萨拉,39.0367,48.6664
艾丝黛,38.47496,48.86235
卡兹曼玛德,40.0433,48.9356
希尔万,39.92723,48.91415
萨伯里巴,40.00521,48.47194
萨特里,39.93249,48.37915
萨利亚纳,39.5936,48.9681
瓦西拉,61.58085,-149.44167
提济乌祖,36.70981,4.05036
玛格丽亚,34.85889,-1.72958
姆西拉,35.70018,4.54502
塔兹马勒特,36.38449,4.40209
西迪贝勒阿巴斯,35.19743,-0.63922
穆斯塔加奈姆,35.93983,0.08976
艾因贝达,35.03927,6.37846
米兰,36.45022,6.26537
赛伊达省,34.84076,0.14947
锡格,35.53333,-0.18333
巴里卡,35.38868,5.36822
特莱姆森,34.88249,-1.31393
巴亚兹省,33.69347,1.01533
加扎乌埃特,35.1002,-1.85192
比尔哈迪姆,36.71696,3.05096
海弥斯,34.63333,-1.55
菲吉格,32.12472,-1.22608
比尔阿提尔,34.74634,8.05706
舍里阿,35.27505,7.76142
西迪阿里,36.11311,0.42777
迈萨德,34.15684,3.49838
哈西拜赫巴赫,35.07213,3.0261
布阿拉里季堡省,36.07198,4.76495
欧勒马,36.15154,5.69168
西迪艾萨,35.88791,3.7735
提塞姆西勒特,35.61017,1.81131
汉舍莱省,35.43811,7.14664
盖勒马,36.45892,7.44113
贝尼萨夫,35.30158,-1.38838
扎尤,34.9471,-2.73674
雅典,34.80287,-86.97168
艾因乌塞拉,35.45007,2.90705
佩尔城,33.58621,-86.28609
拉塞尔维尔,34.50787,-87.72864
斯科茨博罗,34.6723,-86.03415
塔拉迪加,33.43594,-86.1058
芒廷布鲁克,33.50094,-86.7522
诺斯波特,33.22901,-87.57722
胡佛,33.40539,-86.81139
利兹,33.54816,-86.54443
穆迪,33.59093,-86.49081
欧佩莱卡,32.64541,-85.37827
亨茨维尔,34.73037,-86.58611
特洛伊,31.80877,-85.96996
多森,31.22324,-85.39049
达夫尼,30.60352,-87.9036
阿尔泽,35.86527,-0.31162
阿尔贝维尔,34.2676,-86.20887
安达卢西亚自治区,31.3085,-86.48328
朗塞斯顿,-41.43876,147.13467
阿马里耶,35.53024,-1.01362
博阿兹,34.20066,-86.16637
布鲁克斯,50.56723,-111.89501
奥尔巴尼,42.65258,-73.75623
科隆尼,42.71786,-73.83346
卡莱拉,33.1029,-86.75359
布法里克,36.57691,2.90582
克兰顿,32.83874,-86.62943
萨拉兰,30.82075,-88.07056
卡尔曼,34.17482,-86.84361
迈舍里耶,33.55451,-0.28271
恩特普赖斯,31.31517,-85.85522
尤福拉,31.89127,-85.14549
费尔霍普,30.52297,-87.90332
佩恩堡,34.44426,-85.71969
福利,30.40659,-87.68359
加登代尔,33.6601,-86.81277
格尔夫肖尔斯,30.24603,-87.70081
甘特斯维尔,34.35815,-86.29471
海伦娜,33.29622,-86.84361
霍姆伍德,33.47178,-86.80082
费尔菲尔德,33.48594,-86.91193
普莱森特格罗夫,33.49094,-86.97028
休伊镇,33.45122,-86.99667
艾里斯,27.75224,-98.06973
贾斯珀,33.83121,-87.2775
亚历山大城,32.94401,-85.95385
米尔布鲁克,32.47985,-86.36191
